customer,event,year,sample_id,sample_type_id,antibody_1,antibody_2,abo,rh,antigens,is_dat_positive
API,3rd,2026,DAT-06,RBC4_1ml,,,,,,
API,3rd,2026,ADA-05,DAT15_4ml,,,,,,
API,3rd,2026,ADA-06,DAT15_4ml,,,,,,
API,3rd,2026,ELU-03,RBC50_2ml,,,,,,
API,3rd,2026,ELU-04,RBC50_2ml,,,,,,
API,3rd,2026,RH-11,RBC35_05ml,,,,,,
API,3rd,2026,RH-12,RBC35_05ml,,,,,,
API,3rd,2026,RH-13,RBC35_05ml,,,,,,
API,3rd,2026,RH-14,RBC35_05ml,,,,,,
API,3rd,2026,RH-15,RBC35_05ml,,,,,,
API,3rd,2026,EXM-05,RBC3_2ml,,,,,,
API,3rd,2026,EXM-06,RBC3_2ml,,,,,,
API,3rd,2026,AXM-05,RBC30_2ml,,,,,,
API,3rd,2026,AXM-06,RBC30_2ml,,,,,,
API,3rd,2026,ATA-02,SER_2ml,,,,,,
API,3rd,2026,ATD-02,SER_2ml,,,,,,
API,3rd,2026,TTR-02,RBC3_3ml,,,,,,
API,3rd,2026,EDU-05,WB15_4ml,,,,,,
API,3rd,2026,EDU-06,RBC25_2ml,,,,,,
